CASE#,DATE OF OCCURRENCE,BLOCK, IUCR,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JH181193,03/09/2024 08:10:00 AM,051XX N LEAVITT ST,0560,ASSAULT,SIMPLE,PARK PROPERTY,N,N,2031,40,08A,1160756,1933880,41.974262927,-87.684230156,"(41.974262927, -87.684230156)"
JH181718,03/09/2024 04:00:00 PM,067XX S PAXTON AVE,0810,THEFT,OVER $500,STREET,N,N,331,5,06,1192035,1860775,41.772952991,-87.571596016,"(41.772952991, -87.571596016)"
JH187907,03/10/2024 12:00:00 AM,119XX S LA SALLE ST,0890,THEFT,FROM BUILDING,RESIDENCE - YARD (FRONT / BACK),N,N,522,9,06,1177408,1825747,41.677174592,-87.626269009,"(41.677174592, -87.626269009)"
JH181985,03/09/2024 10:35:00 PM,021XX W WASHINGTON BLVD,1025,ARSON,AGGRAVATED,CHA APARTMENT,N,Y,1223,27,09,1162189,1900667,41.883094432,-87.679891391,"(41.883094432, -87.679891391)"
JH181317,03/09/2024 10:30:00 AM,072XX S LAFAYETTE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,731,6,07,1177085,1857043,41.763062263,-87.626510785,"(41.763062263, -87.626510785)"
JH181839,03/09/2024 06:45:00 PM,058XX W CORCORAN PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1512,29,07,1137442,1901971,41.887153897,-87.770733358,"(41.887153897, -87.770733358)"
JH181595,03/09/2024 12:30:00 AM,071XX S CYRIL AVE,0810,THEFT,OVER $500,APARTMENT,N,Y,333,5,06,1190602,1857828,41.764900898,-87.576943938,"(41.764900898, -87.576943938)"
JH181740,03/09/2024 10:12:00 AM,010XX N LARAMIE AVE,0560,ASSAULT,SIMPLE,STREET,N,N,1531,37,08A,1141502,1906521,41.899565631,-87.75571118,"(41.899565631, -87.75571118)"
JH183565,03/09/2024 09:00:00 PM,079XX S EVANS AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,624,6,26,1182602,1852555,41.750620547,-87.606429161,"(41.750620547, -87.606429161)"
JH157201,02/18/2024 08:30:00 PM,034XX N NARRAGANSETT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,Y,Y,1632,38,14,1133083,1922351,41.943156446,-87.786263743,"(41.943156446, -87.786263743)"
JH188878,01/23/2024 09:00:00 AM,0000X S LA SALLE ST,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,122,34,10,1175138,1900243,41.881650549,-87.632355065,"(41.881650549, -87.632355065)"
JH181892,03/09/2024 08:15:00 PM,016XX E 50TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,222,5,03,1188352,1872195,41.804379051,-87.584732228,"(41.804379051, -87.584732228)"
JH190407,02/11/2024 12:01:00 AM,0000X S MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,N,N,112,34,11,,,,,
JH182211,03/09/2024 11:00:00 PM,031XX W 40TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,921,12,07,1156048,1877597,41.819913843,-87.703063306,"(41.819913843, -87.703063306)"
JH183536,03/09/2024 10:00:00 AM,008XX N KEYSTONE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1111,37,06,1149234,1905354,41.896216896,-87.72734157,"(41.896216896, -87.72734157)"
JH187959,03/09/2024 07:00:00 PM,077XX S EAST END AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,N,N,414,8,07,1188882,1853919,41.75421559,-87.583373033,"(41.75421559, -87.583373033)"
JH182282,03/09/2024 09:00:00 PM,037XX W 80TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,834,18,14,1152845,1850950,41.746854292,-87.715515761,"(41.746854292, -87.715515761)"
JH183925,03/09/2024 03:00:00 PM,043XX W MADISON ST,0460,BATTERY,SIMPLE,OTHER (SPECIFY),N,N,1115,28,08B,1147410,1899660,41.880627082,-87.734186849,"(41.880627082, -87.734186849)"
JH181852,03/09/2024 07:53:00 PM,116XX S MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,Y,N,532,9,26,1178927,1827640,41.682334926,-87.620651734,"(41.682334926, -87.620651734)"
JH182597,03/09/2024 05:00:00 PM,079XX S GREEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,N,N,621,17,14,1172015,1852215,41.749926438,-87.645234724,"(41.749926438, -87.645234724)"
JH184951,03/09/2024 12:00:00 PM,032XX S KOSTNER AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,N,N,1031,22,07,1147580,1882666,41.833990143,-87.733998191,"(41.833990143, -87.733998191)"
JG184394,03/13/2023 06:00:00 PM,024XX W 53RD ST,031A,ROBBERY,ARMED - HANDGUN,GAS STATION,N,N,923,15,03,1161225,1869471,41.797509319,-87.684296887,"(41.797509319, -87.684296887)"
JH185029,03/09/2024 06:00:00 AM,036XX N BROADWAY,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,N,N,1925,46,06,1170686,1924581,41.948533921,-87.647988403,"(41.948533921, -87.647988403)"
JH188331,11/29/2023 08:30:00 PM,023XX S Dr Martin Luther King Jr Dr,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),N,N,132,4,06,1178880,1889112,41.85102174,-87.618954852,"(41.85102174, -87.618954852)"
JH181045,03/09/2024 03:40:00 AM,001XX E WALTON PL,0460,BATTERY,SIMPLE,SIDEWALK,Y,N,1833,2,08B,1177614,1906959,41.90002373,-87.62305924,"(41.90002373, -87.62305924)"
JH181843,03/09/2024 07:15:00 PM,034XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,N,N,1732,35,06,1152928,1921067,41.939262335,-87.71335694,"(41.939262335, -87.71335694)"
JH180996,03/09/2024 02:00:00 AM,002XX W ONTARIO ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1831,42,08B,1174477,1904439,41.893179406,-87.634656764,"(41.893179406, -87.634656764)"
JH182284,03/09/2024 08:00:00 PM,020XX N LAPORTE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2522,26,14,1143058,1913172,41.917787813,-87.749829741,"(41.917787813, -87.749829741)"
JH167814,02/27/2024 06:01:00 AM,003XX E 25TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,133,4,07,1178720,1887830,41.847507496,-87.619581187,"(41.847507496, -87.619581187)"
JH188774,03/06/2024 10:30:00 AM,079XX S PARNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,621,6,08B,1174006,1852356,41.750269435,-87.637934685,"(41.750269435, -87.637934685)"
JH181760,03/09/2024 05:44:00 PM,102XX S OGLESBY AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,N,N,431,7,15,1193841,1837562,41.70921045,-87.565734815,"(41.70921045, -87.565734815)"
JH188494,03/01/2024 04:10:00 PM,029XX W WASHINGTON BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),N,N,1222,27,08A,1156704,1900540,41.88285877,-87.700036086,"(41.88285877, -87.700036086)"
JH189815,02/21/2024 04:33:00 PM,013XX N HOYNE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),N,N,1424,1,11,,,,,
JH183150,03/09/2024 09:00:00 PM,007XX W 19TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1235,25,14,1171605,1890870,41.856008807,-87.645603762,"(41.856008807, -87.645603762)"
JH181997,03/09/2024 03:00:00 PM,093XX S PAXTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,413,7,07,1192472,1843467,41.725447741,-87.570556576,"(41.725447741, -87.570556576)"
JH182390,03/09/2024 02:00:00 PM,080XX S PHILLIPS AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,422,7,08A,1193918,1852106,41.749118627,-87.5649774,"(41.749118627, -87.5649774)"
JH181335,03/09/2024 09:00:00 AM,012XX W WRIGHTWOOD AVE,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,1932,32,06,1167779,1917409,41.928916903,-87.658881323,"(41.928916903, -87.658881323)"
JH181800,03/09/2024 06:38:00 PM,002XX S CICERO AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,CONVENIENCE STORE,Y,N,1533,28,04B,1144417,1898810,41.878351391,-87.74519839,"(41.878351391, -87.74519839)"
JH181973,03/09/2024 01:00:00 PM,030XX N ASHLAND AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1931,32,08A,1165116,1920464,41.937357056,-87.668579916,"(41.937357056, -87.668579916)"
JH181792,03/09/2024 06:43:00 PM,034XX W DOUGLAS BLVD,2027,NARCOTICS,POSSESS - CRACK,ALLEY,Y,N,1021,24,18,1153744,1893245,41.862899935,-87.711099561,"(41.862899935, -87.711099561)"
JH184577,03/09/2024 01:37:00 PM,060XX N NEWBURG AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,1611,45,26,1131817,1939555,41.990388036,-87.790516395,"(41.990388036, -87.790516395)"
JH181834,03/09/2024 07:29:00 PM,051XX N BROADWAY,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,2033,48,06,1167382,1934442,41.975664719,-87.659848302,"(41.975664719, -87.659848302)"
JH181745,03/09/2024 05:33:00 PM,0000X W TERMINAL ST,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,Y,N,1651,41,24,1100317,1935229,41.979006297,-87.906463155,"(41.979006297, -87.906463155)"
JH182363,03/09/2024 06:00:00 PM,011XX N KEDVALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1111,37,07,1148506,1907350,41.901708207,-87.729963837,"(41.901708207, -87.729963837)"
JH184504,03/09/2024 07:10:00 PM,0000X E GRAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1834,42,06,1176796,1903917,41.891694878,-87.626155832,"(41.891694878, -87.626155832)"
JH181096,03/09/2024 06:43:00 AM,076XX N PAULINA ST,2027,NARCOTICS,POSSESS - CRACK,ALLEY,Y,N,2422,49,18,1163657,1950529,42.019887425,-87.673090304,"(42.019887425, -87.673090304)"
JH181804,03/09/2024 06:30:00 PM,105XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,512,9,08B,1178117,1835039,41.702657202,-87.623393566,"(41.702657202, -87.623393566)"
JH188763,02/28/2024 12:15:00 PM,028XX W CONGRESS PKWY,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1135,27,06,1157535,1897644,41.874894997,-87.69706345,"(41.874894997, -87.69706345)"
JH181782,03/09/2024 06:11:00 PM,011XX S CANAL ST,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,N,N,124,28,26,1173309,1895278,41.868067057,-87.63921847,"(41.868067057, -87.63921847)"
JH181866,03/09/2024 07:15:00 PM,069XX S YALE AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,N,Y,731,6,04B,1175828,1858767,41.767821368,-87.631066302,"(41.767821368, -87.631066302)"
JH181074,03/09/2024 05:00:00 AM,043XX S MICHIGAN AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,APARTMENT,N,Y,215,3,20,1177881,1876264,41.815788588,-87.623011278,"(41.815788588, -87.623011278)"
JH183032,03/09/2024 07:00:00 PM,056XX S EMERALD AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,N,N,711,16,02,1172262,1867505,41.791878597,-87.643880461,"(41.791878597, -87.643880461)"
JH188864,01/15/2024 02:00:00 PM,010XX N HALSTED ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,N,N,1822,27,06,1170836,1907164,41.900737551,-87.647948754,"(41.900737551, -87.647948754)"
JH188697,05/26/2023 09:47:00 PM,078XX S EUCLID AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,414,8,08A,1190561,1853440,41.752860845,-87.57723557,"(41.752860845, -87.57723557)"
JH181653,03/09/2024 04:15:00 PM,012XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,RESTAURANT,N,N,1433,1,06,1165497,1908460,41.904409238,-87.667522209,"(41.904409238, -87.667522209)"
JH186729,03/09/2024 06:00:00 PM,005XX W HAWTHORNE PL,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE - YARD (FRONT / BACK),N,N,1925,44,04B,1171756,1923063,41.94434493,-87.64410019,"(41.94434493, -87.64410019)"
JH182897,03/09/2024 06:00:00 PM,046XX S HONORE ST,3960,INTIMIDATION,INTIMIDATION,APARTMENT,N,N,924,15,08A,1164794,1873964,41.809763953,-87.671081853,"(41.809763953, -87.671081853)"
JH181571,03/09/2024 02:30:00 PM,028XX W LAKE ST,0810,THEFT,OVER $500,CTA TRAIN,N,N,1222,27,06,1157617,1901047,41.884231489,-87.696669693,"(41.884231489, -87.696669693)"
JH187685,03/09/2024 07:00:00 AM,003XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,113,34,07,1177341,1898841,41.877753722,-87.624308341,"(41.877753722, -87.624308341)"
JH182021,03/09/2024 11:23:00 PM,014XX W 81ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,612,17,08B,1167968,1851030,41.746762491,-87.660098661,"(41.746762491, -87.660098661)"
JH173285,03/02/2024 09:24:00 PM,022XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,131,3,08B,1177563,1889438,41.851946269,-87.623778581,"(41.851946269, -87.623778581)"
JH182628,03/10/2024 12:00:00 AM,098XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,N,N,511,9,14,1180652,1839599,41.71511272,-87.613971621,"(41.71511272, -87.613971621)"
JH180946,03/09/2024 12:10:00 AM,016XX N LECLAIRE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,2533,37,14,1142308,1910296,41.909909727,-87.752656847,"(41.909909727, -87.752656847)"
JH187501,03/04/2024 01:17:00 AM,004XX W 115TH ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,SMALL RETAIL STORE,N,N,2233,21,11,1175266,1828649,41.685186102,-87.634023122,"(41.685186102, -87.634023122)"
JH180972,03/09/2024 01:11:00 AM,064XX W 52ND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,811,23,07,1134121,1869398,41.797827566,-87.783694744,"(41.797827566, -87.783694744)"
JH181298,03/09/2024 10:10:00 AM,117XX S STEWART AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,Y,N,522,21,18,1175739,1826914,41.680414445,-87.63234327,"(41.680414445, -87.63234327)"
JH181023,03/09/2024 03:02:00 AM,012XX W 83RD ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,613,17,06,1169579,1849746,41.743204278,-87.65423268,"(41.743204278, -87.65423268)"
JH181352,03/09/2024 11:00:00 AM,054XX N MENARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1622,45,08B,1136540,1936014,41.980587774,-87.773229071,"(41.980587774, -87.773229071)"
JH181069,03/09/2024 05:30:00 AM,016XX N CICERO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CURRENCY EXCHANGE,N,N,2533,37,14,1144091,1910384,41.910117898,-87.746104545,"(41.910117898, -87.746104545)"
JH182030,03/09/2024 11:00:00 PM,056XX S KILPATRICK AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA TRAIN,N,N,813,13,14,1146073,1866900,41.790754583,-87.739927261,"(41.790754583, -87.739927261)"
JH181592,03/09/2024 03:30:00 PM,026XX W EVERGREEN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,Y,1423,26,26,1158561,1908878,41.905701164,-87.692988587,"(41.905701164, -87.692988587)"
JH181951,03/09/2024 06:40:00 PM,025XX S HOYNE AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1034,12,06,1162780,1887163,41.846025826,-87.67809968,"(41.846025826, -87.67809968)"
JH183687,03/09/2024 09:19:00 AM,065XX S MINERVA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,321,20,26,1185009,1861867,41.776117418,-87.597316904,"(41.776117418, -87.597316904)"
JH182035,03/09/2024 11:06:00 PM,081XX S BRANDON AVE,0810,THEFT,OVER $500,RESIDENCE,Y,Y,422,7,06,1198897,1851606,41.747623134,-87.546749587,"(41.747623134, -87.546749587)"
JH181974,03/09/2024 05:33:00 PM,037XX E 105TH ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,432,10,07,1202725,1835948,41.70455958,-87.533256283,"(41.70455958, -87.533256283)"
JH183144,03/09/2024 04:00:00 AM,008XX W BELLE PLAINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1915,46,14,1169997,1927784,41.957338157,-87.650427199,"(41.957338157, -87.650427199)"
JH181461,03/09/2024 02:00:00 PM,009XX N RIDGEWAY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,Y,N,1112,27,08A,1151214,1905965,41.897854934,-87.720053322,"(41.897854934, -87.720053322)"
JH182355,03/09/2024 12:01:00 AM,037XX W DIVISION ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,N,N,2535,36,14,1151240,1907740,41.902725199,-87.71991121,"(41.902725199, -87.71991121)"
JH182652,03/09/2024 04:00:00 PM,065XX W ARCHER AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),N,N,811,23,26,1133899,1867379,41.792290959,-87.784556138,"(41.792290959, -87.784556138)"
JH183153,03/09/2024 07:15:00 PM,012XX W CARROLL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1215,27,14,1168250,1902391,41.887696416,-87.657585317,"(41.887696416, -87.657585317)"
JH182584,03/09/2024 08:00:00 PM,037XX W 55TH PL,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,822,23,07,1152287,1867533,41.792371672,-87.717125091,"(41.792371672, -87.717125091)"
JH188742,02/06/2024 12:20:00 AM,007XX N WELLS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FACTORY / MANUFACTURING BUILDING,N,N,1831,42,11,1174597,1905472,41.896011332,-87.634185138,"(41.896011332, -87.634185138)"
JH180991,03/09/2024 01:11:00 AM,064XX W 52ND ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,N,811,23,07,1134121,1869398,41.797827566,-87.783694744,"(41.797827566, -87.783694744)"
JH182007,03/09/2024 09:00:00 PM,012XX N KOSTNER AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,WAREHOUSE,N,N,2533,37,04A,1146809,1908120,41.903853751,-87.736177492,"(41.903853751, -87.736177492)"
JH181208,03/09/2024 09:19:00 AM,046XX S CALUMET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,215,3,08B,1179213,1874326,41.810440236,-87.618184453,"(41.810440236, -87.618184453)"
JH182321,03/09/2024 11:41:00 AM,081XX S ALBANY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,835,18,14,1157127,1850546,41.745660211,-87.699836153,"(41.745660211, -87.699836153)"
JH188543,12/21/2023 10:00:00 AM,053XX S NATOMA AVE,0560,ASSAULT,SIMPLE,SCHOOL - PRIVATE BUILDING,N,N,811,23,08A,1132953,1868422,41.79516966,-87.788000798,"(41.79516966, -87.788000798)"
JH181131,03/09/2024 08:08:00 AM,033XX W ARTHINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1134,24,14,1154345,1895847,41.870028132,-87.708823855,"(41.870028132, -87.708823855)"
JH181762,03/09/2024 05:00:00 PM,009XX W Fulton Market,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1214,27,06,1170191,1902066,41.886762429,-87.650466894,"(41.886762429, -87.650466894)"
JH181060,03/09/2024 04:53:00 AM,019XX N KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2534,26,08B,1148741,1912543,41.915953775,-87.728966248,"(41.915953775, -87.728966248)"
JH181293,03/09/2024 09:16:00 AM,046XX S DAMEN AVE,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,N,N,924,12,06,1163737,1873840,41.809445968,-87.67496226,"(41.809445968, -87.67496226)"
JH181342,03/09/2024 10:17:00 AM,086XX S EMERALD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,622,21,11,1172815,1847649,41.737379141,-87.642437522,"(41.737379141, -87.642437522)"
JH181363,03/09/2024 05:00:00 AM,009XX W 31ST ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,N,N,913,11,15,1170137,1884288,41.837979367,-87.651183924,"(41.837979367, -87.651183924)"
JH148972,02/11/2024 11:17:00 PM,057XX S GREEN ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,712,16,06,1171622,1866690,41.789656207,-87.646251106,"(41.789656207, -87.646251106)"
JH181039,03/09/2024 03:30:00 AM,064XX S CARPENTER ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,724,16,05,1170419,1862142,41.77720226,-87.650794507,"(41.77720226, -87.650794507)"
JH181835,03/09/2024 07:01:00 PM,020XX N NAGLE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,2512,36,08A,1133085,1912922,41.917282137,-87.786477435,"(41.917282137, -87.786477435)"
JH181101,03/09/2024 06:11:00 AM,079XX S INGLESIDE AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,ALLEY,N,N,624,8,07,1183940,1852528,41.750515331,-87.601526994,"(41.750515331, -87.601526994)"
JH182315,03/09/2024 11:00:00 PM,014XX S STATE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,131,3,07,1176562,1893648,41.863521434,-87.627325423,"(41.863521434, -87.627325423)"
JH183403,03/09/2024 09:37:00 PM,011XX W 79TH ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,N,612,17,07,1169941,1852411,41.750509553,-87.65282907,"(41.750509553, -87.65282907)"
JH181727,03/09/2024 05:15:00 PM,002XX S STATE ST,0810,THEFT,OVER $500,CTA PLATFORM,N,N,113,34,06,1176417,1899156,41.878638996,-87.627691486,"(41.878638996, -87.627691486)"
JH188622,02/26/2024 09:00:00 AM,014XX W WASHINGTON BLVD,1120,DECEPTIVE PRACTICE,FORGERY,BANK,N,N,1224,27,10,1166844,1900629,41.882891622,-87.662799131,"(41.882891622, -87.662799131)"
JH188354,02/29/2024 06:05:00 PM,003XX N PINE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1523,37,11,1139441,1901703,41.886382272,-87.763398884,"(41.886382272, -87.763398884)"
JH182326,03/09/2024 07:30:00 PM,047XX N CENTRAL PARK AVE,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1723,33,07,1151531,1931301,41.967372781,-87.718221367,"(41.967372781, -87.718221367)"
JH181588,03/09/2024 03:27:00 PM,005XX W WEBSTER AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,1812,43,06,1172220,1914889,41.921904892,-87.642636783,"(41.921904892, -87.642636783)"
JH181029,03/09/2024 03:15:00 AM,074XX S EVANS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,323,6,08B,1182511,1855912,41.759834615,-87.606658718,"(41.759834615, -87.606658718)"
JH159458,02/20/2024 04:49:00 PM,036XX W 26TH ST,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,Y,N,1013,22,03,1152693,1886488,41.844378765,-87.715136274,"(41.844378765, -87.715136274)"
JH182528,03/09/2024 08:30:00 PM,044XX W 87TH ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,834,18,07,1148530,1846476,41.734660759,-87.731441919,"(41.734660759, -87.731441919)"
JH181038,03/09/2024 03:00:00 AM,082XX S INGLESIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,631,8,08B,1183999,1850543,41.745066906,-87.60137267,"(41.745066906, -87.60137267)"
JH181410,03/09/2024 12:45:00 PM,048XX W IRVING PARK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,N,N,1634,45,14,1143312,1926152,41.953401434,-87.748571238,"(41.953401434, -87.748571238)"
JH183452,03/09/2024 09:00:00 AM,020XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1921,32,06,1162117,1921243,41.939557962,-87.679579884,"(41.939557962, -87.679579884)"
JH182389,03/09/2024 10:00:00 PM,029XX W 81ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,835,18,14,1157984,1850764,41.746241081,-87.696690005,"(41.746241081, -87.696690005)"
JH187529,03/02/2024 12:00:00 AM,084XX S MUSKEGON AVE,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,N,Y,423,10,02,1196620,1849645,41.742298815,-87.555157994,"(41.742298815, -87.555157994)"
JH182261,03/09/2024 09:20:00 PM,034XX N CLARK ST,0560,ASSAULT,SIMPLE,CONSTRUCTION SITE,N,N,1924,44,08A,1169037,1923002,41.944237103,-87.654095764,"(41.944237103, -87.654095764)"
JH181447,03/09/2024 01:07:00 PM,012XX N MILWAUKEE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA STATION,Y,N,1424,1,11,1165712,1908139,41.90352381,-87.66674162,"(41.90352381, -87.66674162)"
JH150505,02/08/2024 12:00:00 AM,008XX E 86TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,N,Y,632,8,08B,1183503,1848140,41.738484376,-87.60326477,"(41.738484376, -87.60326477)"
JH181056,03/09/2024 04:52:00 AM,007XX W ARMITAGE AVE,0610,BURGLARY,FORCIBLE ENTRY,CURRENCY EXCHANGE,N,N,1813,43,05,1171086,1913531,41.918203461,-87.646843324,"(41.918203461, -87.646843324)"
JH181196,03/09/2024 09:10:00 AM,015XX N LOREL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2532,37,08B,1140406,1909769,41.9084987,-87.759657059,"(41.9084987, -87.759657059)"
